1,0,0,false,true
1,0,0,true,true
1,0,1,false,true
1,0,1,true,true
1,0,2,false,true
1,0,2,true,true
1,0,3,false,true
1,0,3,true,true
1,0,4,false,true
1,0,4,true,true
1,0,5,false,false
1,0,5,true,false
1,1,0,false,true
1,1,0,true,true
1,1,1,false,true
1,1,1,true,true
1,1,2,false,true
1,1,2,true,true
1,1,3,false,true
1,1,3,true,true
1,1,4,false,true
1,1,4,true,true
1,1,5,false,false
1,1,5,true,false
1,2,0,false,true
1,2,0,true,true
1,2,1,false,true
1,2,1,true,true
1,2,2,false,true
1,2,2,true,true
1,2,3,false,true
1,2,3,true,true
1,2,4,false,true
1,2,4,true,true
1,2,5,false,false
1,2,5,true,false
1,3,0,false,true
1,3,0,true,false
1,3,1,false,true
1,3,1,true,false
1,3,2,false,true
1,3,2,true,false
1,3,3,false,true
1,3,3,true,false
1,3,4,false,true
1,3,4,true,false
1,3,5,false,false
1,3,5,true,false
2,0,0,false,true
2,0,0,true,true
2,0,1,false,true
2,0,1,true,true
2,0,2,false,true
2,0,2,true,true
2,0,3,false,true
2,0,3,true,true
2,0,4,false,true
2,0,4,true,true
2,0,5,false,false
2,0,5,true,false
2,1,0,false,true
2,1,0,true,true
2,1,1,false,true
2,1,1,true,true
2,1,2,false,true
2,1,2,true,true
2,1,3,false,true
2,1,3,true,true
2,1,4,false,true
2,1,4,true,true
2,1,5,false,false
2,1,5,true,false
2,2,0,false,true
2,2,0,true,true
2,2,1,false,true
2,2,1,true,true
2,2,2,false,true
2,2,2,true,true
2,2,3,false,true
2,2,3,true,true
2,2,4,false,true
2,2,4,true,true
2,2,5,false,false
2,2,5,true,false
2,3,0,false,true
2,3,0,true,false
2,3,1,false,true
2,3,1,true,false
2,3,2,false,true
2,3,2,true,false
2,3,3,false,true
2,3,3,true,false
2,3,4,false,true
2,3,4,true,false
2,3,5,false,false
2,3,5,true,false
3,0,0,false,true
3,0,0,true,true
3,0,1,false,true
3,0,1,true,true
3,0,2,false,true
3,0,2,true,true
3,0,3,false,true
3,0,3,true,true
3,0,4,false,true
3,0,4,true,true
3,0,5,false,false
3,0,5,true,false
3,1,0,false,true
3,1,0,true,true
3,1,1,false,true
3,1,1,true,true
3,1,2,false,true
3,1,2,true,true
3,1,3,false,true
3,1,3,true,true
3,1,4,false,true
3,1,4,true,true
3,1,5,false,false
3,1,5,true,false
3,2,0,false,true
3,2,0,true,true
3,2,1,false,true
3,2,1,true,true
3,2,2,false,true
3,2,2,true,true
3,2,3,false,true
3,2,3,true,true
3,2,4,false,true
3,2,4,true,true
3,2,5,false,false
3,2,5,true,false
3,3,0,false,true
3,3,0,true,false
3,3,1,false,true
3,3,1,true,false
3,3,2,false,true
3,3,2,true,false
3,3,3,false,true
3,3,3,true,false
3,3,4,false,true
3,3,4,true,false
3,3,5,false,false
3,3,5,true,false
4,0,0,false,true
4,0,0,true,true
4,0,1,false,true
4,0,1,true,true
4,0,2,false,true
4,0,2,true,true
4,0,3,false,true
4,0,3,true,true
4,0,4,false,true
4,0,4,true,true
4,0,5,false,false
4,0,5,true,false
4,1,0,false,true
4,1,0,true,true
4,1,1,false,true
4,1,1,true,true
4,1,2,false,true
4,1,2,true,true
4,1,3,false,true
4,1,3,true,true
4,1,4,false,true
4,1,4,true,true
4,1,5,false,false
4,1,5,true,false
4,2,0,false,true
4,2,0,true,true
4,2,1,false,true
4,2,1,true,true
4,2,2,false,true
4,2,2,true,true
4,2,3,false,true
4,2,3,true,true
4,2,4,false,true
4,2,4,true,true
4,2,5,false,false
4,2,5,true,false
4,3,0,false,true
4,3,0,true,false
4,3,1,false,true
4,3,1,true,false
4,3,2,false,true
4,3,2,true,false
4,3,3,false,true
4,3,3,true,false
4,3,4,false,true
4,3,4,true,false
4,3,5,false,false
4,3,5,true,false
5,0,0,false,true
5,0,0,true,true
5,0,1,false,true
5,0,1,true,true
5,0,2,false,true
5,0,2,true,true
5,0,3,false,true
5,0,3,true,true
5,0,4,false,true
5,0,4,true,true
5,0,5,false,false
5,0,5,true,false
5,1,0,false,true
5,1,0,true,true
5,1,1,false,true
5,1,1,true,true
5,1,2,false,true
5,1,2,true,true
5,1,3,false,true
5,1,3,true,true
5,1,4,false,true
5,1,4,true,true
5,1,5,false,false
5,1,5,true,false
5,2,0,false,true
5,2,0,true,true
5,2,1,false,true
5,2,1,true,true
5,2,2,false,true
5,2,2,true,true
5,2,3,false,true
5,2,3,true,true
5,2,4,false,true
5,2,4,true,true
5,2,5,false,false
5,2,5,true,false
5,3,0,false,true
5,3,0,true,false
5,3,1,false,true
5,3,1,true,false
5,3,2,false,true
5,3,2,true,false
5,3,3,false,true
5,3,3,true,false
5,3,4,false,true
5,3,4,true,false
5,3,5,false,false
5,3,5,true,false
6,0,0,false,true
6,0,0,true,true
6,0,1,false,true
6,0,1,true,true
6,0,2,false,true
6,0,2,true,true
6,0,3,false,true
6,0,3,true,true
6,0,4,false,true
6,0,4,true,true
6,0,5,false,false
6,0,5,true,false
6,1,0,false,true
6,1,0,true,true
6,1,1,false,true
6,1,1,true,true
6,1,2,false,true
6,1,2,true,true
6,1,3,false,true
6,1,3,true,true
6,1,4,false,true
6,1,4,true,true
6,1,5,false,false
6,1,5,true,false
6,2,0,false,true
6,2,0,true,true
6,2,1,false,true
6,2,1,true,true
6,2,2,false,true
6,2,2,true,true
6,2,3,false,true
6,2,3,true,true
6,2,4,false,true
6,2,4,true,true
6,2,5,false,false
6,2,5,true,false
6,3,0,false,true
6,3,0,true,false
6,3,1,false,true
6,3,1,true,false
6,3,2,false,true
6,3,2,true,false
6,3,3,false,true
6,3,3,true,false
6,3,4,false,true
6,3,4,true,false
6,3,5,false,false
6,3,5,true,false
7,0,0,false,true
7,0,0,true,true
7,0,1,false,true
7,0,1,true,true
7,0,2,false,true
7,0,2,true,true
7,0,3,false,true
7,0,3,true,true
7,0,4,false,false
7,0,4,true,false
7,0,5,false,false
7,0,5,true,false
7,1,0,false,true
7,1,0,true,true
7,1,1,false,true
7,1,1,true,true
7,1,2,false,true
7,1,2,true,true
7,1,3,false,true
7,1,3,true,true
7,1,4,false,false
7,1,4,true,false
7,1,5,false,false
7,1,5,true,false
7,2,0,false,true
7,2,0,true,true
7,2,1,false,true
7,2,1,true,true
7,2,2,false,true
7,2,2,true,true
7,2,3,false,true
7,2,3,true,true
7,2,4,false,false
7,2,4,true,false
7,2,5,false,false
7,2,5,true,false
7,3,0,false,true
7,3,0,true,false
7,3,1,false,true
7,3,1,true,false
7,3,2,false,true
7,3,2,true,false
7,3,3,false,true
7,3,3,true,false
7,3,4,false,false
7,3,4,true,false
7,3,5,false,false
7,3,5,true,false
8,0,0,false,true
8,0,0,true,true
8,0,1,false,true
8,0,1,true,true
8,0,2,false,true
8,0,2,true,true
8,0,3,false,false
8,0,3,true,false
8,0,4,false,false
8,0,4,true,false
8,0,5,false,false
8,0,5,true,false
8,1,0,false,true
8,1,0,true,true
8,1,1,false,true
8,1,1,true,true
8,1,2,false,true
8,1,2,true,true
